,,,,,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
,,,,,8.2156,2,West,33743,17,Consumer,00:00.0,Standard Class,1.73,California,Envelopes,2012,North America,39
,,,,,4.4392,2,West,38871,222,Corporate,00:00.0,Standard Class,43.34,California,Storage,2012,North America,49
,,,,,31.0184,2,West,32994,107,Consumer,00:00.0,Standard Class,11.51,California,Appliances,2012,North America,52
,,,,,10.3488,7,West,32995,22,Consumer,00:00.0,Standard Class,4.27,California,Labels,2012,North America,52
,,,,,2.5984,2,West,32201,65,Consumer,00:00.0,Standard Class,7.09,California,Storage,2013,North America,15
,,,,,23.7168,8,West,38763,88,Corporate,00:00.0,Standard Class,7.92,California,Appliances,2013,North America,21
,,,,,78.672,2,West,34717,262,Consumer,00:00.0,Standard Class,26.48,California,Appliances,2013,North America,22
,,,,,3.0498,3,West,40192,18,Consumer,00:00.0,Standard Class,2.88,California,Storage,2013,North America,33
,,,,,26.0568,6,West,31514,93,Consumer,00:00.0,Standard Class,6.35,California,Storage,2013,North America,44
,,,,,18.3168,1,West,36257,68,Home Office,00:00.0,Standard Class,6.48,California,Appliances,2013,North America,47
,,,,,28.965,5,West,32613,579,Corporate,00:00.0,Standard Class,53.83,California,Supplies,2013,North America,51
,,,,,17.745,5,West,38542,355,Consumer,00:00.0,Standard Class,48.88,California,Storage,2014,North America,7
,,,,,54.8613,3,West,41037,141,Corporate,00:00.0,Standard Class,14.92,California,Appliances,2014,North America,12
,,,,,80.6312,2,West,41034,310,Corporate,00:00.0,Standard Class,26.14,California,Storage,2014,North America,12
,,,,,8.019,3,West,38832,30,Corporate,00:00.0,Standard Class,4.08,California,Supplies,2014,North America,14
,,,,,4.0749,3,West,32769,9,Corporate,00:00.0,Standard Class,1.11,California,Labels,2014,North America,28
,,,,,65.355,5,West,34916,218,Consumer,00:00.0,Standard Class,26.6,California,Storage,2014,North America,36
,,,,,23.9688,3,West,37191,100,Corporate,00:00.0,Standard Class,10.94,California,Storage,2014,North America,37
,,,,,204.7682,7,West,35433,1575,Home Office,00:00.0,Standard Class,127.15,California,Storage,2014,North America,40
,,,,,5.58,2,West,41180,11,Corporate,00:00.0,Standard Class,0.24,California,Envelopes,2011,North America,15
,,,,,2.7166,2,West,35706,6,Home Office,00:00.0,Standard Class,0.33,California,Labels,2011,North America,19
,,,,,34.47,5,West,31306,115,Consumer,00:00.0,Standard Class,8.23,California,Appliances,2011,North America,24
,,,,,11.8584,4,West,35537,44,Home Office,00:00.0,Standard Class,1.65,California,Appliances,2011,North America,39
,,,,,22.2,3,West,37192,44,Home Office,00:00.0,Standard Class,2.77,California,Labels,2011,North America,45
,,,,,7.2,3,West,38867,15,Consumer,00:00.0,Standard Class,1.15,California,Fasteners,2011,North America,50
,,,,,41.4294,1,West,32563,143,Corporate,00:00.0,Standard Class,10.28,California,Storage,2011,North America,52
,,,,,101.3488,2,West,35801,362,Home Office,00:00.0,Standard Class,26.47,California,Appliances,2011,North America,52
,,,,,0.2034,1,West,35804,20,Home Office,00:00.0,Standard Class,1.27,California,Storage,2011,North America,52
,,,,,4.4352,3,West,35513,9,Corporate,00:00.0,Standard Class,0.7,California,Labels,2012,North America,7
,,,,,87.7443,3,West,35747,187,Consumer,00:00.0,Standard Class,5.15,California,Envelopes,2012,North America,25
,,,,,9.1269,3,West,35613,304,Consumer,00:00.0,Standard Class,11.27,California,Storage,2012,North America,26
,,,,,61.389,2,West,33933,323,Corporate,00:00.0,Standard Class,18.13,California,Storage,2012,North America,33
,,,,,29.6688,4,West,33966,106,Home Office,00:00.0,Standard Class,6.04,California,Appliances,2012,North America,34
,,,,,29.1528,9,West,39353,729,Consumer,00:00.0,Standard Class,48.16,California,Storage,2012,North America,35
,,,,,267.705,5,West,39351,892,Consumer,00:00.0,Standard Class,85.38,California,Storage,2012,North America,35
,,,,,5.07,2,West,35056,17,Corporate,00:00.0,Standard Class,0.77,California,Supplies,2012,North America,38
,,,,,335.8548,4,West,37068,1158,Corporate,00:00.0,Standard Class,56.16,California,Appliances,2012,North America,39
,,,,,55.845,3,West,40748,186,Corporate,00:00.0,Standard Class,12.14,California,Appliances,2012,North America,39
,,,,,13.6851,3,West,40750,47,Corporate,00:00.0,Standard Class,3.51,California,Supplies,2012,North America,39
,,,,,459.396,5,West,36731,1641,Home Office,00:00.0,Standard Class,99.85,California,Appliances,2012,North America,42
,,,,,54.5832,7,West,35415,455,Consumer,00:00.0,Standard Class,42.98,California,Storage,2012,North America,47
,,,,,6.048,4,West,39845,13,Corporate,00:00.0,Standard Class,0.48,California,Labels,2012,North America,49
,,,,,21.5824,4,West,34256,46,Consumer,00:00.0,Standard Class,0.38,California,Fasteners,2012,North America,52
,,,,,122.148,3,West,37308,271,Consumer,00:00.0,Standard Class,16.48,California,Envelopes,2012,North America,53
,,,,,14.2386,3,West,37306,75,Consumer,00:00.0,Standard Class,4.91,California,Storage,2012,North America,53
,,,,,3.7208,2,West,40817,93,Corporate,00:00.0,Standard Class,6.61,California,Storage,2013,North America,6
,,,,,5.0055,3,West,36703,11,Consumer,00:00.0,Standard Class,1.21,California,Fasteners,2013,North America,8
,,,,,1.0166,1,West,33885,6,Home Office,00:00.0,Standard Class,0.24,California,Storage,2013,North America,19
,,,,,10.584,7,West,40416,22,Home Office,00:00.0,Standard Class,1.72,California,Labels,2013,North America,23
,,,,,9.936,2,West,31853,21,Consumer,00:00.0,Standard Class,0.9,California,Labels,2013,North America,24
,,,,,17.0268,3,West,33487,61,Consumer,00:00.0,Standard Class,4.29,California,Appliances,2013,North America,26
,,,,,3.894,2,West,31339,78,Corporate,00:00.0,Standard Class,4.31,California,Storage,2013,North America,29
,,,,,8.694,3,West,38223,19,Consumer,00:00.0,Standard Class,1.24,California,Labels,2013,North America,31
,,,,,136.6176,6,West,34794,488,Home Office,00:00.0,Standard Class,36.22,California,Appliances,2013,North America,32
,,,,,0.9468,3,West,40530,24,Consumer,00:00.0,Standard Class,1.34,California,Storage,2013,North America,36
,,,,,143.303,5,West,37580,305,Corporate,00:00.0,Standard Class,14.71,California,Envelopes,2013,North America,39
,,,,,3.4092,3,West,41006,341,Consumer,00:00.0,Standard Class,29.78,California,Storage,2013,North America,43
,,,,,282.2092,7,West,35083,1085,Corporate,00:00.0,Standard Class,64.42,California,Storage,2013,North America,44
,,,,,14.2956,2,West,35778,43,Consumer,00:00.0,Standard Class,4.21,California,Appliances,2013,North America,45
,,,,,5.0358,7,West,35777,15,Consumer,00:00.0,Standard Class,1.34,California,Fasteners,2013,North America,45
,,,,,11.31,12,West,36694,39,Corporate,00:00.0,Standard Class,2.35,California,Appliances,2013,North America,47
,,,,,19.488,2,West,40948,65,Consumer,00:00.0,Standard Class,3.16,California,Appliances,2013,North America,48
,,,,,108.1752,4,West,37456,773,Consumer,00:00.0,Standard Class,53.32,California,Storage,2013,North America,49
,,,,,0,7,West,41274,14,Home Office,00:00.0,Standard Class,1.25,California,Fasteners,2013,North America,49
,,,,,2.054,2,West,35890,8,Corporate,00:00.0,Standard Class,0.54,California,Appliances,2013,North America,52
,,,,,4.9728,2,West,35887,18,Corporate,00:00.0,Standard Class,1.23,California,Supplies,2013,North America,52
,,,,,16.38,4,West,36443,47,Consumer,00:00.0,Standard Class,2.86,California,Appliances,2014,North America,6
,,,,,38.9312,4,West,36442,139,Consumer,00:00.0,Standard Class,7.18,California,Storage,2014,North America,6
,,,,,7.015,1,West,31717,15,Corporate,00:00.0,Standard Class,1.53,California,Envelopes,2014,North America,10
,,,,,9.312,5,West,40311,19,Corporate,00:00.0,Standard Class,1.76,California,Envelopes,2014,North America,12
,,,,,106.7808,7,West,40524,381,Corporate,00:00.0,Standard Class,21.55,California,Appliances,2014,North America,12
,,,,,3.597,5,West,38156,11,Consumer,00:00.0,Standard Class,0.69,California,Fasteners,2014,North America,16
,,,,,11.2896,8,West,38158,23,Consumer,00:00.0,Standard Class,2.01,California,Labels,2014,North America,16
,,,,,3.4686,2,West,38155,7,Consumer,00:00.0,Standard Class,0.62,California,Labels,2014,North America,16
,,,,,0.8792,4,West,37449,88,Consumer,00:00.0,Standard Class,6.23,California,Storage,2014,North America,27
,,,,,0.1188,3,West,39788,6,Consumer,00:00.0,Standard Class,0.39,California,Fasteners,2014,North America,28
,,,,,43.706,5,West,39884,168,Corporate,00:00.0,Standard Class,10.21,California,Appliances,2014,North America,28
,,,,,0.5432,4,West,35593,54,Corporate,00:00.0,Standard Class,3.88,California,Storage,2014,North America,36
,,,,,43.706,5,West,38119,168,Consumer,00:00.0,Standard Class,10.3,California,Appliances,2014,North America,45
,,,,,7.4872,2,West,32525,15,Consumer,00:00.0,Standard Class,1.03,California,Envelopes,2014,North America,45
,,,,,2.8314,1,West,34132,11,Consumer,00:00.0,Standard Class,0.85,California,Appliances,2014,North America,46
,,,,,76.2525,9,West,34240,305,Consumer,00:00.0,Standard Class,12.16,California,Storage,2014,North America,47
,,,,,2.7062,2,West,37372,271,Corporate,00:00.0,Standard Class,16.73,California,Storage,2014,North America,52
,,,,,6.567,5,West,36236,20,Consumer,00:00.0,Standard Class,3.03,California,Art,2011,North America,3
,,,,,238.653,5,West,36234,1326,Consumer,00:00.0,Standard Class,187.65,California,Storage,2011,North America,3
,,,,,9.9216,6,West,40606,25,Consumer,00:00.0,Standard Class,2.03,California,Art,2011,North America,13
,,,,,3.72,2,West,40604,15,Consumer,00:00.0,Standard Class,1.35,California,Art,2011,North America,13
,,,,,1.9024,2,West,40603,7,Consumer,00:00.0,Standard Class,0.46,California,Art,2011,North America,13
,,,,,0.84,2,West,40348,3,Corporate,00:00.0,Second Class,0.19,California,Art,2011,North America,13
,,,,,14.8344,2,West,33527,53,Consumer,00:00.0,Standard Class,3.17,California,Appliances,2011,North America,14
,,,,,9.072,6,West,32857,19,Home Office,00:00.0,Standard Class,2.66,California,Labels,2011,North America,15
,,,,,10.626,2,West,32158,23,Consumer,00:00.0,Standard Class,2.24,California,Art,2011,North America,24
,,,,,0.1472,2,West,32157,7,Consumer,00:00.0,Standard Class,0.84,California,Supplies,2011,North America,24
,,,,,2.224,2,West,40541,6,Home Office,00:00.0,Standard Class,0.28,California,Art,2011,North America,28
,,,,,25.792,5,West,33167,99,Corporate,00:00.0,Standard Class,7.53,California,Art,2011,North America,30
,,,,,3.2256,4,West,38463,12,Consumer,00:00.0,Second Class,1.92,California,Art,2011,North America,30
,,,,,68.585,10,West,38465,237,Consumer,00:00.0,Second Class,28.62,California,Storage,2011,North America,30
,,,,,11.803,5,West,40719,41,Corporate,00:00.0,Standard Class,3.27,California,Supplies,2011,North America,30
,,,,,15.0416,4,West,33801,54,Consumer,00:00.0,Second Class,5.53,California,Storage,2011,North America,31
,,,,,327.506,5,West,33802,8188,Consumer,00:00.0,Second Class,16.77,California,Supplies,2011,North America,31
,,,,,12.8744,2,West,36656,46,Consumer,00:00.0,Standard Class,4.43,California,Art,2011,North America,32
,,,,,0.6312,2,West,36655,16,Consumer,00:00.0,Standard Class,0.29,California,Storage,2011,North America,32
,,,,,42.8148,3,West,41119,153,Consumer,00:00.0,Standard Class,20.47,California,Appliances,2011,North America,34
,,,,,2.4824,2,West,31315,9,Consumer,00:00.0,Second Class,1.58,California,Art,2011,North America,35
,,,,,27.4856,8,West,37920,58,Corporate,00:00.0,First Class,3.81,California,Labels,2011,North America,37
,,,,,24.3595,5,West,34746,57,Home Office,00:00.0,Standard Class,5.59,California,Appliances,2011,North America,37
,,,,,1.9698,2,West,34748,4,Home Office,00:00.0,Standard Class,0.29,California,Fasteners,2011,North America,37
,,,,,4.1916,1,West,34747,15,Home Office,00:00.0,Standard Class,1.26,California,Storage,2011,North America,37
,,,,,0.1134,3,West,39871,6,Home Office,00:00.0,Same Day,0.67,California,Fasteners,2011,North America,39
,,,,,4.5816,2,West,32090,10,Consumer,00:00.0,Standard Class,0.2,California,Labels,2011,North America,39
,,,,,15.4752,3,West,34460,60,Consumer,00:00.0,Standard Class,6.51,California,Art,2011,North America,39
,,,,,36.8245,5,West,34459,78,Consumer,00:00.0,Standard Class,7.85,California,Envelopes,2011,North America,39
,,,,,7.3132,2,West,34458,16,Consumer,00:00.0,Standard Class,2.3,California,Envelopes,2011,North America,39
,,,,,8.4784,4,West,31662,212,Consumer,00:00.0,Standard Class,7.99,California,Storage,2011,North America,39
,,,,,41.934,3,West,40755,145,Consumer,00:00.0,Standard Class,8.56,California,Art,2011,North America,42
,,,,,4.172,5,West,31378,15,Consumer,00:00.0,Standard Class,0.45,California,Art,2011,North America,42
,,,,,6.2031,1,West,31379,21,Consumer,00:00.0,Standard Class,1.54,California,Storage,2011,North America,42
,,,,,9,5,West,40637,19,Corporate,00:00.0,Second Class,2.31,California,Labels,2011,North America,43
,,,,,105.2468,2,West,38804,363,Consumer,00:00.0,Standard Class,34.38,California,Storage,2011,North America,45
,,,,,24.9804,6,West,31771,93,Consumer,00:00.0,Second Class,21.12,California,Storage,2011,North America,46
,,,,,3.4092,3,West,31768,341,Consumer,00:00.0,Second Class,51.9,California,Storage,2011,North America,46
,,,,,3.285,3,West,40242,11,Corporate,00:00.0,Second Class,2.3,California,Supplies,2011,North America,47
,,,,,72.432,3,West,34560,241,Corporate,00:00.0,First Class,14.77,California,Appliances,2011,North America,47
,,,,,19.872,4,West,36790,41,Home Office,00:00.0,Same Day,3.39,California,Labels,2011,North America,49
,,,,,0.1472,2,West,36789,7,Home Office,00:00.0,Same Day,1.36,California,Supplies,2011,North America,49
,,,,,11.7936,3,West,36845,44,Consumer,00:00.0,First Class,3.95,California,Appliances,2011,North America,49
,,,,,15.2,5,West,35713,30,Consumer,00:00.0,Standard Class,2.12,California,Fasteners,2011,North America,49
,,,,,126.3942,9,West,35339,275,Corporate,00:00.0,Standard Class,0.2,California,Labels,2011,North America,53
,,,,,23.5872,6,West,39671,87,Home Office,00:00.0,Standard Class,5.39,California,Appliances,2012,North America,1
,,,,,419.8185,5,West,34052,1448,Consumer,00:00.0,Standard Class,114.8,California,Appliances,2012,North America,16
,,,,,2.224,2,West,34049,6,Consumer,00:00.0,Standard Class,0.33,California,Art,2012,North America,16
,,,,,9.702,3,West,37888,35,Corporate,00:00.0,Standard Class,3.03,California,Art,2012,North America,18
,,,,,10.4496,3,West,37645,37,Consumer,00:00.0,Standard Class,3.61,California,Storage,2012,North America,18
,,,,,10.518,2,West,37646,35,Consumer,00:00.0,Standard Class,5.55,California,Supplies,2012,North America,18
,,,,,2.5578,3,West,38513,9,Consumer,00:00.0,First Class,2.23,California,Art,2012,North America,18
,,,,,78.8942,2,West,35614,168,Consumer,00:00.0,Standard Class,21.59,California,Envelopes,2012,North America,30
,,,,,3.2392,1,West,35931,81,Corporate,00:00.0,Standard Class,4.69,California,Storage,2012,North America,34
,,,,,8.4888,3,West,33034,31,Corporate,00:00.0,Standard Class,4.69,California,Storage,2012,North America,36
,,,,,4.3428,1,West,38255,16,Home Office,00:00.0,Second Class,1.95,California,Storage,2012,North America,39
,,,,,15.246,2,West,33551,44,Corporate,00:00.0,First Class,17.63,California,Appliances,2012,North America,39
,,,,,14.2758,3,West,33550,43,Corporate,00:00.0,First Class,12.13,California,Appliances,2012,North America,39
,,,,,7.0096,2,West,32596,27,Consumer,00:00.0,First Class,5.23,California,Storage,2012,North America,40
,,,,,16.3215,3,West,35677,60,Consumer,00:00.0,Standard Class,2.59,California,Art,2012,North America,43
,,,,,103.3116,4,West,37622,211,Corporate,00:00.0,Standard Class,18.58,California,Envelopes,2012,North America,44
,,,,,15.7,4,West,36370,63,Consumer,00:00.0,Same Day,11.68,California,Storage,2012,North America,45
,,,,,15.3952,4,West,40626,45,Consumer,00:00.0,First Class,0.16,California,Appliances,2012,North America,48
,,,,,2.0228,2,West,36905,8,Consumer,00:00.0,Standard Class,0.67,California,Appliances,2012,North America,49
,,,,,2.8224,2,West,39388,6,Consumer,00:00.0,Standard Class,0.27,California,Labels,2012,North America,50
,,,,,61.389,2,West,40976,323,Corporate,00:00.0,Standard Class,26.7,California,Storage,2012,North America,52
,,,,,12.2247,9,West,38588,26,Consumer,00:00.0,First Class,2.51,California,Labels,2013,North America,5
,,,,,76.2525,9,West,38586,305,Consumer,00:00.0,First Class,34.33,California,Storage,2013,North America,5
,,,,,7.605,3,West,36044,25,Corporate,00:00.0,Same Day,3.5,California,Supplies,2013,North America,10
,,,,,40.274,5,West,37254,155,Corporate,00:00.0,Second Class,6.36,California,Appliances,2013,North America,11
,,,,,14.9744,4,West,37255,31,Corporate,00:00.0,Second Class,1.8,California,Envelopes,2013,North America,11
,,,,,6.7655,5,West,37253,677,Corporate,00:00.0,Second Class,18.47,California,Storage,2013,North America,11
,,,,,196.5036,3,West,37181,4913,Corporate,00:00.0,Second Class,56.09,California,Supplies,2013,North America,11
,,,,,44.3664,3,West,38032,114,Consumer,00:00.0,Standard Class,10.27,California,Appliances,2013,North America,15
,,,,,81.1314,3,West,38033,580,Consumer,00:00.0,Standard Class,38.67,California,Storage,2013,North America,15
,,,,,6.0264,9,West,38034,151,Consumer,00:00.0,Standard Class,12.16,California,Storage,2013,North America,15
,,,,,2.8764,3,West,39071,6,Consumer,00:00.0,First Class,1.23,California,Envelopes,2013,North America,16
,,,,,26.07,3,West,32973,104,Consumer,00:00.0,Standard Class,4.92,California,Storage,2013,North America,21
